STATE	CITY	APPLICANT/LICENSEE NAME	LICENSE NO.	DOCKET	REGION	RECEIVED	TYPE/ACTION
PA	ALLENTOWN	"CASSEL, M.D., JOHN J.              "	37-30519-01  	3035025	1	39295	4
PA	BRYN MAWR	BRYN MAWR COLLEGE                  	37-02999-02  	3000964	1	39295	4
PA	YORK	YORK HOSPITAL - WELLSPAN HEALTH    	37-07161-01  	3003085	1	39295	3
TX	FORT WORTH	LOCKHEED MARTIN AERONAUTICS COMPANY	42-29239-01  	3037323	4	39295	4
CT	BRANFORD	CURAGEN CORPORATION                	06-30667-02  	3036257	1	39296	9
IL	BATAVIA	AMERICAN DIAGNOSTIC MEDICINE       	12-32597-01  	3037037	3	39296	4
IL	ROCK ISLAND	"ARMY, DEPARTMENT OF THE            "	12-00722-15  	3036094	3	39296	7
IN	LAPORTE	LAPORTE HOSPITAL & HEALTH SERVICES 	13-15151-01  	3008653	3	39296	4
MO	COLUMBIA	CURATORS OF THE UNIVERSITY OF MO   	24-00513-32  	3002278	3	39296	4
NJ	HAMILTON	HAMILTON CARDIOLOGY ASSOCIATES     	29-30396-01  	3034471	1	39296	4
PA	SWARTHMORE	SWARTHMORE COLLEGE                 	37-06958-02  	3010952	1	39296	4
VA	NASSAWADOX	"SHORE HEALTH SERVICES, INC.        "	45-06082-01  	3003322	1	39296	4
AK	FAIRBANKS	FAIRBANKS MEMORIAL HOSPITAL        	50-13648-01  	3003509	4	39297	4
DC	WASHINGTON	SIBLEY MEMORIAL HOSPITAL           	08-07398-03  	3014754	1	39297	4
IN	MUNSTER	"BROWN, LORIN M., M.D., P.C.        "	13-32269-01  	3035556	3	39297	4
MI	LUDINGTON	OCCIDENTAL CHEMICAL CORPORATION    	21-17772-01  	3013298	3	39297	4
MI	MIDLAND	DOW CHEMICAL COMPANY               	21-00265-06  	3004783	3	39297	4
MO	ST. LOUIS	FOREST PARK HOSPITAL               	24-00752-01  	3002282	3	39297	4
OH	CENTERVILLE	"CBC ENGINEERS & ASSOCIATES, LTD.   "	34-26768-02  	3035192	3	39297	4
PA	ELDERTON	"TITAN WIRELINE SERVICES, INC.      "	37-23410-01  	3021037	1	39297	4
WV	OAK HILL	PLATEAU MEDICAL CENTER             	47-25469-01  	3035028	1	39297	4
WV	WEIRTON	WEIRTON MEDICAL CENTER             	47-17567-01  	3012977	1	39297	4
CT	NEW HAVEN	HOSPITAL OF ST. RAPHAEL            	06-00200-03  	3001238	1	39300	4
MD	FREDERICK	"ECS MID-ATLANTIC, LLC              "	19-31242-01  	3037455	1	39300	4
MO	ST. LOUIS	MALLINCKRODT INC.                  	24-04206-22MD	3035461	1	39300	4
MO	ST. LOUIS	"MALLINCKRODT, INC.                 "	24-04206-15MD	3032952	1	39300	4
MO	ST. PETERS	BARNES-JEWISH ST. PETER'S HOSPITAL 	24-18968-01  	3017414	3	39300	4
NJ	JERSEY CITY	"METAL MANAGEMENT NORTHEAST, INC.   "	29-30495-02  	3037329	1	39300	4
NJ	SOMERVILLE	SOMERSET MEDICAL CENTER            	29-03089-01  	3002466	1	39300	4
VA	MARTINSVILLE	"ODYSSEY IMAGING, LLC               "	45-25516-01  	3035377	1	39300	4
WY	AFTON	TRI-STATE IMAGING                  	49-29271-01  	3037526	4	39300	2
AK	ANCHORAGE	"BLOOD BANK OF ALASKA, INC.         "	50-29114-01  	3034496	4	39301	3
AK	ANCHORAGE	"TESTING INSTITUTE OF ALASKA, INC.  "	50-17446-01  	3012770	4	39301	5
CT	BETHEL	"SPECIAL TESTING LABORATORIES, INC. "	06-30361-01  	3034318	1	39301	3
MI	LANSING	"CPI PHARMACY SERVICES HOLDING, LLC "	21-26597-01MD	3033629	3	39301	4
MI	STERLING HEIGHTS	"D. NARLA, M.D., P.C.               "	21-25912-01  	3030553	3	39301	4
MI	YPSILANTI	"UNIVERSAL IMAGING, INC.            "	21-26532-01  	3033326	3	39301	4
MO	COLUMBIA	BOONE HOSPITAL CENTER              	24-01565-01  	3002304	3	39301	4
MO	HANNIBAL	"CONTINENTAL CEMENT COMPANY, LLC    "	24-20263-01  	3018167	3	39301	4
PA	GROVE CITY	GROVE CITY MEDICAL CENTER          	37-17066-01  	3012137	1	39301	4
PR	SANTURCE	CARDIOVASCULAR RADIOLOGY INSTITUTE 	52-25016-01  	3030800	1	39301	4
CO	CENTENNIAL	POWERTECH (USA) INC.               	             	4009075	0	39302	2
MO	SUNSET HILLS	"KIRKWOOD MEDICAL GROUP, L.L.C.     "	24-32667-01  	3037527	3	39302	2
PA	SCRANTON	COMMUNITY MEDICAL CENTER           	37-11507-01  	3003142	1	39302	4
PA	WYNNEWOOD	CARDIOVASCULAR DIAGNOSTIC CENTER   	37-28804-01  	3032996	1	39302	4
VA	MANASSAS	"MANASSAS HEART CENTER, LLC         "	45-25607-01  	3036118	1	39302	4
VT	SOUTH BURLINGTON	CHAMPLAIN VALLEY CARDIOVASC. ASSOC.	44-30682-01  	3035839	1	39302	4
WY	LANDER	"LANDER VALLEY MEDICAL CENTER, LLC  "	49-17813-01  	3013375	4	39302	4
AR	NORTH LITTLE ROCK	"V. A., DEPARTMENT OF               "	03-23853-01VA	3034325	3	39303	6
IN	EVANSVILLE	"COVANCE CLINICAL RESEARH UNIT, INC "	13-26640-01  	3033820	3	39303	4
IN	MARION	MARION GENERAL HOSPITAL            	13-17956-01  	3013726	3	39303	4
MA	PLYMOUTH	"ENTERGY NUCLEAR OPERATIONS, INC.   "	20-07626-04  	3034378	1	39303	4
MD	DICKERSON	"NEUTRON PRODUCTS, INC.             "	AS-NMMSS-34  	3037528	1	39303	1
MI	GRAND BLANC	GENESYS REGIONAL MEDICAL CENTER    	21-26740-01  	3034188	3	39303	4
MN	MINNEAPOLIS	"MINNESOTA, UNIVERSITY OF           "	22-00187-46  	3000842	3	39303	4
NC	FORT BRAGG	"ARMY, DEPARTMENT OF THE            "	32-04054-04  	3002631	1	39303	4
PA	ERIE	REGIONAL CANCER CENTER (THE)       	37-30885-01  	3036511	1	39303	4
PR	SAN JUAN	"CHES SERVICES CORP., D.B.A.        "	52-31268-01  	3037529	1	39303	2
AL	HUNTSVILLE	NATIONAL AERONAUTICS & SPACE ADM.  	01-06571-10  	3003575	1	39304	4
MI	FLINT	"FLINT CARDIOVASCULAR CONSULTANTS,PC"	21-32550-01  	3036811	3	39304	4
MO	MARSHALL	FITZGIBBON HOSPITAL                	24-32668-01  	3037530	3	39304	2
MO	ST. LOUIS	"BALLAS OUTPATIENT SURGERY CTR.,L.P."	24-32139-01  	3034890	3	39304	4
NJ	EWING	"NEW JERSEY, THE COLLEGE OF         "	29-15765-02  	3019957	1	39304	3
NJ	PISCATAWAY	"RUTGERS, THE STATE UNIVERSITY OF NJ"	29-05218-28  	3000883	1	39304	4
NJ	UNION	UNION CARDIAC CENTER               	29-31168-01  	3037278	1	39304	5
OH	CLEVELAND	NATIONAL AERONAUTICS & SPACE ADM.  	34-00507-16  	3005626	3	39304	4
SD	SIOUX FALLS	DMS HEALTH TECHNOLOGIES            	40-32477-01  	3036404	4	39304	4
VA	ANNANDALE	"WOODBURN NUCLEAR MEDICINE, LTD.    "	45-23073-01  	3020240	1	39304	4
VA	PETERSBURG	"PETERSBURG HOSPITAL COMPANY, LLC   "	45-00317-02  	3003301	1	39304	4
VT	RANDOLPH	GIFFORD MEDICAL CENTER             	44-13976-01  	3003295	1	39304	4
WY	CASPER	WYOMING MEDICAL CENTER             	49-00152-02  	3003495	4	39304	4
MO	RICHMOND	RAY COUNTY MEMORIAL HOSPITAL       	24-18279-01  	3014777	3	39307	4
MO	ST. LOUIS	MALLINCKRODT INC.                  	24-04206-10MD	3029675	3	39307	4
MT	COLUMBIA FALLS	"PLUM CREEK MDF, INC.               "	25-15644-01  	3009516	4	39307	4
NJ	LAKEWOOD	KIMBALL MEDICAL CENTER             	29-14017-01  	3001980	1	39307	4
PA	ERIE	"MEDICOR ASSOCIATES, INC.           "	37-30550-01  	3035303	1	39307	4
PA	JENKINTOWN	"TRI-STATE IMAGING CONSULTANTS, LLC "	37-30766-01  	3036104	1	39307	4
PA	LANCASTER	"ALCOA MILL PRODUCTS, INC.          "	37-28721-01  	3032613	1	39307	4
PA	PHILADELPHIA	ALLIED NUCLEAR IMAGING             	37-30404-01  	3034512	1	39307	5
PA	POTTSVILLE	GOOD SAMARITAN REGIONAL MED. CENTER	37-15480-01  	3009176	1	39307	4
PR	PONCE	DR. GAMALIER BERMUDEZ              	52-31059-01  	3036964	1	39307	4
IL	BURR RIDGE	MISTRAS GROUP INC.                 	12-16559-02  	3035114	3	39308	4
IN	CONNERSVILLE	FAYETTE MEMORIAL HOSPITAL          	13-16518-01  	3011441	3	39308	4
IN	LA PORTE	AMERICAN RENOLIT CORPORATION       	13-24638-01  	3018733	3	39308	4
MI	SALINE	ST. JOSEPH MERCY HOSPITAL - SALINE 	21-16317-01  	3010791	3	39308	4
MI	SOUTHFIELD	"V. C. CONSULTING, LLC.             "	21-32596-01  	3037038	3	39308	4
MO	MOBERLY	"MOBERLY HOSPITAL COMPANY, LLC      "	24-18695-01  	3014054	3	39308	4
NJ	NEWARK	NEWARK BETH ISRAEL MEDICAL CENTER  	29-00102-07  	3020802	1	39308	4
NM	WHITE SANDS	"ARMY, DEPARTMENT OF THE            "	30-02405-10  	3009345	4	39308	4
MI	ADRIAN	EMMA L. BIXBY MEDICAL CENTER       	21-03194-01  	3002027	3	39309	4
MO	DES PERES	"BALLAS CANCER CENTER, LLC          "	24-32151-01  	3035039	3	39309	4
MT	MISSOULA	ST. PATRICK HOSPITAL AND HEALTH    	25-16773-02  	3014734	4	39309	8
PA	NEW BRITAIN	"GILMORE & ASSOCIATES, INC.         "	37-28498-01  	3031619	1	39309	4
VA	MIDLOTHIAN	ST. FRANCIS MEDICAL CENTER         	45-31052-01  	3036947	1	39309	4
HI	HONOLULU	STRAUB CLINIC & HOSPITAL           	53-18126-01  	3014529	4	39310	8
IN	TERRE HAUTE	"APPLIED EXTRUSION TECHNOLOGIES, INC"	13-13300-01  	3004411	3	39310	4
MI	FARMINGTON HILLS	ORCHARD MEDICAL CENTER             	21-32368-01  	3035973	3	39310	5
MO	ST. LOUIS	"MALLINCKRODT, INC.                 "	24-04206-19MD	3033578	1	39310	4
PA	POTTSVILLE	"HONEYWELL INTERNATIONAL, INC.      "	37-16924-01  	3011875	1	39310	4
PR	AGUADILLA	AGUADILLA X-RAY & BODY IMAGING CTR 	52-25632-01  	3036369	1	39310	4
VA	MANASSAS	"ECS MID-ATLANTIC, LLC              "	45-31181-01  	3037324	1	39310	4
VA	MANASSAS	"EMSI ENGINEERING, INC.             "	45-25079-01  	3031412	1	39310	4
VA	MANASSAS	PRINCE WILLIAM HOSPITAL            	45-19485-01  	3017771	1	39310	4
VA	WOODSTOCK	SHENANDOAH MEMORIAL HOSPITAL       	45-11519-02  	3020154	1	39310	4
VT	BURLINGTON	FLETCHER ALLEN HEALTH CARE         	44-10187-03  	3003289	1	39310	4
WV	RONCEVERTE	GREENBRIER VALLEY MEDICAL CENTER   	47-17199-01  	3012343	1	39310	4
HI	KIHEI	"ISLAND GEOTECHNICAL ENGNRNG, INC.  "	53-29108-01  	3034424	4	39311	4
IN	INDIANAPOLIS	NORTHWEST RADIOLOGY NETWORK        	13-32258-01  	3035395	3	39311	4
IN	INDIANAPOLIS	ST. VINCENT/NORTHWEST RADIOLOGY/LLC	13-32225-01  	3035270	3	39311	4
IN	INDIANAPOLIS	"FARRAR, GARVEY & ASSOCIATES, LLC.  "	13-26594-01  	3033601	3	39311	5
IN	SOUTH BEND	MEMORIAL HOSPITAL                  	13-18881-01  	3017335	3	39311	4
IN	WASHINGTON	DAVIESS COMMUNITY HOSPITAL         	13-16138-01  	3010475	3	39311	4
MI	LIVONIA	"ADVANCED CARDIOVAS. HLTH. SPEC., PC"	21-32255-01  	3035392	3	39311	4
NC	RESEARCH TRI. PK.	ENVIRONMENTAL PROTECTION AGENCY    	32-14048-04  	3008631	1	39311	7
NC	WILMINGTON	GE NUCLEAR ENERGY                  	             	7007016	0	39311	2
NJ	EAST BRUNSWICK	"RAKESH PASSI, M.D., LLC            "	29-30917-01  	3036579	1	39311	4
NJ	WAYNE	WILLIAM PATERSON UNIVERSITY        	29-18435-02  	3017023	1	39311	4
PA	ALLENTOWN	SACRED HEART HOSPITAL              	37-00554-03  	3002961	1	39311	4
VA	FAIRFAX	"FAIRFAX RADIOLOGICAL CONS., INC.   "	45-25031-01  	3030926	1	39311	4
AK	WASILLA	ALASKA OPEN IMAGING CENTER         	50-27730-01  	3035999	4	39314	8
CT	MERIDEN	MIDSTATE MEDICAL CENTER            	06-05686-02  	3001257	1	39314	4
DE	WILMINGTON	"ST. FRANCIS HOSPITAL, INC.         "	07-16862-01  	3011759	1	39314	4
HI	HONOLULU	"UNITECH SERVICES GROUP, INC.       "	53-13668-01  	3006869	4	39314	6
IL	PARK RIDGE	DIAGNOSTIC HEALTH SERVICES         	12-13568-02  	3014235	3	39314	4
MD	ABERDEEN	"ECS MID-ATLANTIC, LLC              "	19-31269-01  	3037532	1	39314	2
NJ	PHILLIPSBURG	ATLANTIC STATES CAST IRON PIPE CO. 	29-20885-02  	3035782	1	39314	4
NJ	SUMMIT	ATLANTIC HEALTH SYSTEM             	29-03308-01  	3002471	1	39314	4
OK	TULSA	CENTURY GEOPHYSICAL CORP.          	35-04017-04  	3011376	4	39314	4
PA	NORRISTOWN	MERCY SUBURBAN HOSPITAL            	37-13509-01  	3003193	1	39314	4
PA	PITTSBURGH	WEST PENN ALLEGHENY HEALTH SYS. INC	37-02136-01  	3003016	1	39314	4
SD	SIOUX FALLS	DMS HEALTH TECHNOLOGIES            	40-32477-01  	3036404	4	39314	4
TX	PASADENA	"PETROCHEM INSPECTION SERVICES, INC."	42-32507-01  	3036565	3	39314	4
VA	PORTSMOUTH	BASF CORPORATION                   	45-19889-01  	3019468	1	39314	5
VA	POWHATAN	"COLONY CONSTRUCTION, INC.          "	45-31270-01  	3037533	1	39314	2
VA	PULASKI	PULASKI COMMUNITY HOSPITAL         	45-21206-01  	3019931	1	39314	4
VA	ROANOKE	CARILION CLINIC                    	45-25395-01  	3034470	1	39314	4
VA	WARRENTON	HBM VIRGINIA LLC                   	45-23954-02E 	3037531	0	39314	2
WV	WHARNCLIFFE	"COBRA NATURAL RESOURCES, LLC       "	47-31260-01  	3037502	1	39314	4
CA	SAN DIEGO	"SABIA, INC.                        "	11-27727-01  	3035997	4	39315	4
DE	NEWARK	"CARDIOLOGY PHYSICIANS, P.A.        "	07-30713-01  	3035921	1	39315	4
IL	OAKBROOK TERRACE	"PROFESSIONAL SERV. INDUSTRIES, INC."	12-16941-01  	3011906	3	39315	4
IL	ROCK ISLAND	"ARMY, DEPARTMENT OF THE            "	12-00722-06  	3013027	3	39315	4
IN	EAST CHICAGO	"ARCELORMITTAL USA, INC.            "	13-03086-03  	3004353	3	39315	4
MO	KANSAS CITY	KANSAS CITY CANCER CENTERS - SOUTH 	24-32517-01  	3036583	3	39315	4
MO	ST. LOUIS	"SEILER INSTRUMENT & MANUF. CO.,INC."	24-24451-01  	3028598	3	39315	4
MO	ST. LOUIS	"SEILER INSTRUMENT & MANUF. CO.,INC."	24-24451-01  	3028598	3	39315	6
UT	SANDY	ALPHA TESTING LABS LC              	43-29213-01  	3037024	4	39315	5
MI	DETROIT	DMC/SINAI-GRACE HOSPITAL           	21-00299-04  	3001992	3	39316	4
MI	WARREN	WOODS CARDIOVASCULAR INTERNAL      	21-26747-01  	3034220	3	39316	4
MO	KANSAS CITY	KANSAS CITY HEART GROUP            	24-32373-01  	3035932	3	39316	4
PA	CAMP HILL	HOLY SPIRIT HOSPITAL               	37-16554-01  	3011222	1	39316	4
PA	ROYERSFORD	"UNITECH SERVICES GROUP, INC.       "	37-23341-01  	3020934	1	39316	8
HI	HONOLULU	"HAWAII, UNIVERSITY OF              "	53-00017-23  	3007517	4	39317	4
NJ	BASKING RIDGE	MEMORIAL SLOAN-KETTERING CANCER CTR	29-31201-01  	3037365	1	39317	4
NM	ALBUQUERQUE	LOVELACE RESPIRATORY RESEARCH INST 	30-29237-01  	3037312	4	39317	4
NY	LONG ISLAND CITY	JEWELAMERICA INC.                  	             	3037534	0	39317	2
PA	LATROBE	LATROBE AREA HOSPITAL              	37-09463-01  	3003115	1	39317	4
PA	MCKEESPORT	BUCK MEDICAL ASSOCIATES            	37-30969-01  	3036708	1	39317	4
PA	PITTSBURGH	"PITTSBURGH, UNIVERSITY OF MED. CTR."	37-14014-01  	3001979	1	39317	4
TX	WICHITA FALLS	"ASSOC. WIRE LINE SERV., INC.       "	42-11649-01  	3006432	4	39317	4
VA	ALEXANDRIA	"MOUNT VERNON CARDIOLOGY ASSOC, LTD "	45-25548-01  	3035623	1	39317	4
VA	WARRENTON	FAUQUIER HOSPITAL                  	45-19484-01  	3017773	1	39317	4
WA	KENT	INSPECTION SERVICES INC            	46-03414-03  	3006638	4	39317	5
WY	POINT OF ROCKS	BRIDGER COAL COMPANY               	49-21022-02  	3031140	4	39317	4
LA	BROUSSARD	INTEGRATED PRODUCTION SERVICES LLC 	17-27763-01  	3036382	4	39318	4
MI	KALAMAZOO	PHARMACIA & UPJOHN COMPANY         	21-00182-03  	3004781	3	39318	6
MI	MIDLAND	MIDMICHIGAN MEDICAL CENTER         	21-01549-02  	3002013	3	39318	4
MI	ROSEVILLE	"EASTSIDE CARDIOVASCULAR MEDICINE,PC"	21-26263-01  	3032009	3	39318	4
MO	EARTH CITY	SCIENCE APPLICATIONS INT'L CORP    	24-32591-01  	3037229	3	39318	4
MO	FARMINGTON	PARKLAND HEALTH CENTER             	24-16616-01  	3011341	3	39318	4
NJ	LONG BRANCH	MONMOUTH MEDICAL CENTER            	29-08113-03  	3017015	1	39318	4
PA	COAL TOWNSHIP	LOWER ANTHRACITE COMM.HOSP. CORP.  	37-27825-01  	3029202	1	39318	4
PR	SAN JUAN	ITER CORP.                         	52-25615-01  	3036190	1	39318	4
VA	HERNDON	RADIOLOGY SERVICES OF NORTHERN VA  	45-31125-02MD	3037208	1	39318	4
CT	STAMFORD	STAMFORD HOSPITAL                  	06-06697-02  	3001265	1	39321	4
CT	TORRINGTON	CHARLOTTE HUNGERFORD HOSPITAL      	06-08349-04  	3009293	1	39321	4
GA	FORT BENNING	"ARMY, DEPARTMENT OF THE            "	10-06493-02  	3001351	1	39321	4
ID	COEUR D'ALENE	KOOTENAI MEDICAL CENTER            	11-27307-01  	3032264	4	39321	4
IN	ANDERSON	"MADISON COUNTY CANCER CARE CTR.,LLC"	13-32500-01  	3036525	3	39321	4
IN	INDIANAPOLIS	METHODIST HOSPITAL                 	13-02063-01  	3001603	3	39321	4
NJ	DEEPWATER	"E. I. DU PONT DE NEMOURS & CO., INC"	29-00886-01  	3005247	1	39321	4
NJ	GLEN ROCK	JOHNSON SOILS COMPANY              	29-17730-01  	3013242	1	39321	4
NJ	MORRISTOWN	"MORRISTOWN CARDIOLOGY ASSOC., P.A. "	29-28734-01  	3032676	1	39321	4
NJ	TEANECK	BERGEN CARDIOLOGY ASSOCIATES       	29-30473-01  	3034821	1	39321	4
PA	BENSALEM	DSI BUCKS COUNTY                   	37-31163-01  	3037222	1	39321	4
PA	PITTSBURGH	PASSAVANT PROFESSIONAL ASSOCIATES  	37-30208-01  	3033790	1	39321	4
VA	SPRINGFIELD	VIRGINIA HEART & VASCULAR CENTER   	45-31271-01  	3037535	1	39321	2
VA	VIENNA	CARDIOVASCULAR GROUP (THE)         	45-25533-01  	3035466	1	39321	4
WV	BARBOURSVILLE	"CUMBERLAND CARDIOLOGY, P.S.C.      "	47-31272-01  	3037536	1	39321	2
AK	ANCHORAGE	"ALASKA HEART INSTITUTE, LLC        "	50-29111-01  	3034474	4	39322	4
CA	MCCLELLAN	DEFENSE MICROELECTRONICS ACTVY.    	04-29107-01  	3034408	4	39322	3
DE	WILMINGTON	ALFRED I. DUPONT HOSP. FOR CHILDREN	07-16199-01  	3010568	1	39322	7
MI	MADISON HEIGHTS	ST. JOHN MACOMB-OAKLAND HOSPITAL   	21-11494-01  	3002101	3	39322	4
MI	MUSKEGON	"WEST SHORE CARDIOLOGY CONSUL., P.C."	21-24873-01  	3029788	3	39322	4
MI	WARREN	ST. JOHN MACOMB-OAKLAND HOSPITAL   	21-01190-05  	3002005	3	39322	4
MO	ST. LOUIS	AMERICAN RADIOLABELED CHEMICALS    	24-21362-01  	3020567	3	39322	4
NJ	SUMMIT	CELGENE CORPORATION                	29-28056-01  	3030074	1	39322	4
OH	COLUMBUS	"CTL ENGINEERING, INC.              "	34-18533-02  	3035093	3	39322	4
PA	WAYNESBORO	WAYNESBORO HOSPITAL                	37-18445-01  	3014093	1	39322	4
VA	FREDERICKSBURG	MARY WASHINGTON HOSPITAL           	45-00935-02  	3008082	1	39322	4
WA	TACOMA	"ARMY, DEPARTMENT OF THE            "	46-02645-03  	3003368	4	39322	4
ID	BOISE	IDAHO CARDIOLOGY ASSOCIATES P.A.   	11-27558-01  	3034381	4	39323	5
MI	DETROIT	HEART & VASCULAR PHYSICIANS        	21-32562-01  	3036892	3	39323	4
MI	LUDINGTON	"GEORGE J. KELEN, M.D., PLLC        "	21-32560-01  	3036885	3	39323	4
NJ	ATLANTIC CITY	"EGS ASSOCIATES, INC.               "	29-28670-01  	3032419	1	39323	5
NJ	BAYONNE	"ASSOCIATES IN CARDIOVASC. CARE, PA "	29-31273-01  	3037537	1	39323	2
NJ	TOMS RIVER	COMMUNITY MEDICAL CENTER           	29-09806-03  	3012158	1	39323	4
PA	HARRISBURG	"GANNETT FLEMING, INC.              "	37-20647-01  	3020034	1	39323	4
VA	NASSAWADOX	"SHORE HEALTH SERVICES, INC.        "	45-06082-01  	3003322	1	39323	4
VA	NEWPORT NEWS	RIVERSIDE REGIONAL MEDICAL CENTER  	45-09001-01  	3003330	1	39323	4
CT	NEW BRITAIN	THE HOSPITAL OF CENTRAL CT         	06-02388-01  	3001250	1	39324	4
DE	WILMINGTON	"DELAWARE CARDIOLOGY,LLC            "	07-30527-01  	3035166	1	39324	4
IN	BEECH GROVE	ST. FRANCIS HOSPITAL & HEALTH CNTR.	13-02128-03  	3009398	3	39324	4
MI	FLINT	MID-MICHIGAN CARDIOLOGY ASSOCIATES 	21-26540-01  	3033371	3	39324	4
MI	TECUMSEH	HERRICK MEMORIAL HOSPITAL          	21-24368-01  	3018540	3	39324	5
MI	WEST BLOOMFIELD	"MICHAEL LALA, M.D., P.C.           "	21-24380-01  	3018558	3	39324	4
MT	HAMILTON	GLAXOSMITHKLINE BIOLOGICALS -      	25-19852-01  	3019324	4	39324	8
PA	INDIANA	"SUPERIOR WELL SERVICES, LTD.       "	37-30412-01  	3034542	1	39324	4
PA	PHILADELPHIA	ROXBOROUGH MEMORIAL HOSPITAL       	37-13952-01  	3003208	1	39324	4
VT	NEWPORT	"NORTH COUNTRY HOSP.&HEALTH CTR.,INC"	44-19518-01  	3017817	1	39324	4
ID	BOISE	ST. ALPHONSUS REG. MEDICAL CENTER  	11-27306-01  	3032263	4	39325	4
MI	LIVONIA	"NORLIVO INTERNAL MEDICINE, PLLC    "	21-32033-01  	3034560	3	39325	4
NJ	PISCATAWAY	"NEW JERSEY, UNIV. OF MED. & DENTIST"	29-15188-01  	3008709	1	39325	4
NJ	THOROFARE	"SOLVAY SOLEXIS, INC.               "	29-20877-01  	3021290	1	39325	4
OK	TULSA	"TULSA GAMMA RAY, INC.              "	35-17178-01  	3012319	4	39325	3
PA	BEAVER	HERITAGE VALLEY HEALTH SYSTEM      	37-11562-01  	3003143	1	39325	4
VA	MIDDLEBURG	VIRGINIA EQUINE IMAGING            	45-25405-01  	3034516	1	39325	3
VA	MIDLOTHIAN	ST. FRANCIS MEDICAL CENTER         	45-31052-01  	3036947	1	39325	4
VA	NORFOLK	CHILDREN'S HOSP OF THE KING'S      	45-23063-01  	3020229	1	39325	4
VA	SALEM	"LEWIS-GALE PHYSICIANS, LLC         "	45-24869-01  	3029528	1	39325	4
VA	WOODBRIDGE	POTOMAC HOSPITAL                   	45-15367-01  	3008978	1	39325	4
WY	CODY	WEST PARK HOSPITAL                 	49-18230-01  	3014695	4	39325	8
MI	ROYAL OAK	WILLIAM BEAUMONT HOSPITAL          	21-01333-01  	3002006	3	39329	4
MO	ST. PETERS	BARNES-JEWISH ST. PETER'S HOSPITAL 	24-18968-01  	3017414	3	39329	4
NC	BUTNER	"JUSTICE, DEPARTMENT OF             "	32-25613-01  	3036175	1	39329	4
NJ	BRICK	OCEAN MEDICAL CENTER               	29-20690-01  	3020725	1	39329	8
NJ	RAHWAY	"MERCK & CO., INC.                  "	29-00117-06  	3014680	1	39329	9
NY	BEMUS POINT	"DIGIRAD IMAGING SOLUTIONS, INC.    "	31-30666-01  	3035802	1	39329	4
PA	INDIANA	INDIANA UNIVERSITY OF PENNSYLVANIA 	37-13088-01  	3001003	1	39329	4
PR	SAN JUAN	"METRO HATO REY, INC.               "	52-30886-01  	3036513	1	39329	4
VA	RICHMOND	HENRICO DOCTORS' HOSPITAL          	45-16231-01  	3010626	1	39329	4
WV	BERKELEY SPRINGS	U.S. SILICA COMPANY                	47-09375-07  	3014788	1	39329	4
WV	LOGAN	"LOGAN GENERAL HOSPITAL, LLC        "	47-19919-01  	3019530	1	39329	4
CT	NORWICH	WILLIAM W. BACKUS HOSPITAL(THE)    	06-11734-02  	3001287	1	39330	4
GA	ATLANTA	"HEALTH & HUMAN SERVICES, DEPT. OF  "	10-06772-01  	3004001	1	39330	4
HI	AIEA	PHARMARX HAWAII LLC                	53-29217-01MD	3037049	4	39330	4
IN	ELKHART	ELKHART GENERAL HOSPITAL           	13-18879-01  	3017305	3	39330	4
MI	LANSING	"RS ENGINEERING, LLC                "	21-32669-01  	3037545	3	39330	2
MI	PLYMOUTH	RADIOLOGICAL PHYSICS SERVICE       	21-26253-01  	3031952	3	39330	4
MI	ST. JOSEPH	"LAKELAND MEDICAL CENTER, ST. JOSEPH"	21-04177-01  	3002049	3	39330	4
MO	KANSAS CITY	"DIAGNOSTIC IMAGING CENTERS, P.A.   "	24-20047-01  	3017683	3	39330	4
MO	ST. LOUIS	AMERICAN RADIOLABELED CHEMICALS    	24-21362-01  	3020567	3	39330	7
PA	MONROEVILLE	"CAMINOS, OLIVER W., M.D.           "	37-21012-01  	3019665	1	39330	4
WI	MADISON	COMPLIANCE MANAGEMENT ASSOCIATES   	48-24598-01  	3029010	3	39330	5
CT	WOODBRIDGE	CARESTREAM MOLECULAR IMAGING       	06-21254-01  	3020106	1	39331	4
ID	IDAHO FALLS	"QAL-TEK ASSOCIATES, LLC            "	11-27610-01  	3034866	4	39331	4
IN	BURNS HARBOR	ARCELOR MITTAL BURNS HARBOR LLC    	13-32670-01  	3037546	3	39331	2
MI	DETROIT	KARMANOS CANCER CENTER             	21-04127-06  	3009376	3	39331	4
MI	MIDLAND	MIDMICHIGAN MEDICAL CENTER         	21-01549-02  	3002013	3	39331	4
MI	SAGINAW	"COVENANT MEDICAL CENTER, INC.      "	21-01492-02  	3002012	3	39331	4
MO	LOUISIANA	ASHLAND INC.                       	24-03060-01  	3005086	3	39331	4
OH	CINCINNATI	ENVIRONMENTAL PROTECTION AGENCY    	34-12736-02  	3013379	3	39331	3
PA	BEAVER FALLS	IPSCO KOPPEL TUBULARS CORPORATION  	37-20657-02  	3033444	1	39331	4
PA	HATFIELD	GENISPHERE                         	37-30211-01  	3033804	1	39331	4
VA	WARRENTON	HBM VIRGINIA LLC                   	45-23954-01  	3037540	1	39331	1
WV	BECKLEY	"ALLIANCE HEALTH CARE SERVICES, INC."	47-25570-01  	3035774	1	39331	4
